content_id,publish_timestamp,created,last_modified,doi,name,content_type,item_type,creator,primary_creator,resource_sub_type,resource_type,publisher_name,book_title,book_subtitle,collection_name,iiif_url
de044685-5a57-319c-ac22-d0674c93b930,1986-07-19 00:00:00.000000 +00:00,2022-02-16 15:48:20.742231 +00:00,2022-02-16 15:48:20.742232 +00:00,10.2307/struggles.1003332058,Anti-Apartheid Movement National Committee Meeting,contributed_documents,ccda_text,"[""The Anti-Apartheid Movement""]",The Anti-Apartheid Movement,Memorandums,Documents,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/19/23/a4c9924f-ee2d-4e20-b67d-d10d13b309e6.jp2
dea34633-06bc-3e3c-b7eb-0ea12338e4bd,2006-10-01 00:00:00.000000 +00:00,2022-02-16 14:53:24.742523 +00:00,2022-02-16 14:53:24.742526 +00:00,10.2307/bullecosociamer.87.4.357,Rachel Carson and Mid-Twentieth Century Ecology,journal,article,"[""William Dritschilo""]",William Dritschilo,,,"[""Wiley""]",,,,
dff50f1e-8bd8-367b-83bd-9fb7387e4a89,1907-01-01 00:00:00.000000 +00:00,2021-04-12 12:23:27.749644 +00:00,2021-06-14 22:54:16.367048 +00:00,10.2307/ithaka.org.1003748671,Rachel Carson and Her Dog Candy at the Carson Homestead in Winter ,contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/da2f30b7-3e61-46ee-a3e7-8ec6f1ef7a55_deflate.tif
e2a7ce29-4ed9-39a8-bdbb-fe4efb5c459a,,2022-02-16 15:36:21.000551 +00:00,2022-02-16 15:36:21.000553 +00:00,10.2307/struggles.1003338255,The road to peace,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/23/a9bc2082-e90c-45b7-8f63-ec3114d7f5a8.jp2
e3a66a88-c57b-3662-b2da-09be93524eb9,,2022-02-16 15:49:09.999552 +00:00,2022-02-16 15:49:09.999554 +00:00,10.2307/struggles.1003338303,Don't vote for apartheid,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/05/e4386a79-7760-4822-8729-d274cd7ca0de.jp2
e63c6c76-e429-3ab2-aa0b-cc04a504e5f7,2009-01-01 00:00:00.000000 +00:00,2022-02-16 15:45:22.812456 +00:00,2022-02-16 15:45:22.812457 +00:00,10.2307/27735323,"""Creeping Apartheid"" in Israel-Palestine",journal,article,"[""Oren Yiftachel""]",Oren Yiftachel,,,"[""Middle East Research and Information Project, Inc. (MERIP)""]",,,,
e876c357-d7c9-3244-b21e-b51fc4a105fc,1963-07-29 00:00:00.000000 +00:00,2022-02-16 14:56:46.213040 +00:00,2022-02-16 14:56:46.213042 +00:00,10.2307/ithaka.org.1003748636,"Letter from Peggy Clagett, Secretary to President Eddy, to Rachel Carson dated July 29, 1963 ",contributed_documents,ccda_text,[],,Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/edbae762-b328-4767-ae0a-149778d651fb_deflate.tif
e883691e-00f4-38a8-8a26-d0f8ad7ca0c4,2010-10-01 00:00:00.000000 +00:00,2022-02-16 15:45:18.664419 +00:00,2022-02-16 15:45:18.664421 +00:00,10.2307/40927515,APARTHEID AT THE EDGES,journal,article,"[""DEREK COHEN""]",DEREK COHEN,,,"[""The Johns Hopkins University Press""]",,,,
e8f2ff5e-c606-324b-b55b-d79549a84e07,2012-01-01 00:00:00.000000 +00:00,2022-02-16 15:46:33.096665 +00:00,2022-02-16 15:46:33.096667 +00:00,10.2307/j.ctt3fgwp0.6,"3 Early adulthood, marriage and motherhood, 1952–1958",book,chapter,"[""Louise Viljoen""]",Louise Viljoen,,,"[""Ohio University Press""]",Ingrid Jonker,Poet under Apartheid,,
e90f46d1-e10c-3f80-9472-34f0419dc57b,,2021-05-11 17:33:23.295612 +00:00,2021-06-14 22:52:06.659627 +00:00,10.2307/struggles.1003338016,P. O. W. : Prisoner of War: Exhibition,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/22/ff0c6476-5741-4a6a-91da-9ccfbdc6fd52.jp2
